timestep,electricity_kW,heat_kW
157865,18607.14,16746.43
157866,22328.57,18607.14
157867,22328.57,18607.14
157868,22328.57,18607.14
157869,22328.57,18607.14
157870,18607.14,18607.14
157871,18607.14,18607.14
157872,14885.71,22328.57
157873,14885.71,22328.57
157874,14885.71,22328.57
157875,14885.71,22328.57
157876,14885.71,22328.57
157877,14885.71,22328.57
157878,18607.14,18607.14
157879,19537.5,18607.14
157880,20467.86,18607.14
157881,21398.21,18607.14
157882,22328.57,18607.14
157883,18607.14,16746.43
157884,18607.14,16746.43
157885,18607.14,16746.43
157886,18607.14,16746.43
157887,18607.14,16746.43
157888,18607.14,16746.43
157889,18607.14,16746.43
157890,22328.57,18607.14
157891,22328.57,18607.14
157892,22328.57,18607.14
157893,22328.57,18607.14
157894,18607.14,18607.14
157895,18607.14,18607.14
157896,14885.71,22328.57
157897,14885.71,22328.57
157898,14885.71,22328.57
157899,14885.71,22328.57
157900,14885.71,22328.57
157901,14885.71,22328.57
157902,18607.14,18607.14
157903,19537.5,18607.14
157904,20467.86,18607.14
157905,21398.21,18607.14
157906,22328.57,18607.14
157907,18607.14,16746.43
157908,18607.14,16746.43
157909,18607.14,16746.43
157910,18607.14,16746.43
157911,18607.14,16746.43
157912,18607.14,16746.43
157913,18607.14,16746.43
157914,22328.57,18607.14
157915,22328.57,18607.14
157916,22328.57,18607.14
157917,22328.57,18607.14
157918,18607.14,18607.14
157919,18607.14,18607.14
157920,14885.71,22328.57
157921,14885.71,22328.57
157922,14885.71,22328.57
157923,14885.71,22328.57
157924,14885.71,22328.57
157925,14885.71,22328.57
157926,18607.14,18607.14
157927,19537.5,18607.14
157928,20467.86,18607.14
157929,21398.21,18607.14
157930,22328.57,18607.14
157931,18607.14,16746.43
157932,18607.14,16746.43
157933,18607.14,16746.43
157934,18607.14,16746.43
157935,18607.14,16746.43
157936,18607.14,16746.43
157937,18607.14,16746.43
157938,22328.57,18607.14
157939,22328.57,18607.14
157940,22328.57,18607.14
157941,22328.57,18607.14
157942,18607.14,18607.14
157943,18607.14,18607.14
157944,14885.71,22328.57
157945,14885.71,22328.57
157946,14885.71,22328.57
157947,14885.71,22328.57
157948,14885.71,22328.57
157949,14885.71,22328.57
157950,18607.14,18607.14
157951,19537.5,18607.14
157952,20467.86,18607.14
157953,21398.21,18607.14
157954,22328.57,18607.14
157955,18607.14,16746.43
157956,18607.14,16746.43
157957,18607.14,16746.43
157958,18607.14,16746.43
157959,18607.14,16746.43
157960,18607.14,16746.43
157961,18607.14,16746.43
157962,22328.57,18607.14
157963,22328.57,18607.14
157964,22328.57,18607.14
157965,22328.57,18607.14
157966,18607.14,18607.14
157967,18607.14,18607.14
157968,14885.71,22328.57
157969,14885.71,22328.57
157970,14885.71,22328.57
157971,14885.71,22328.57
157972,14885.71,22328.57
157973,14885.71,22328.57
157974,18607.14,18607.14
157975,19537.5,18607.14
157976,20467.86,18607.14
157977,21398.21,18607.14
157978,22328.57,18607.14
157979,18607.14,16746.43
157980,18607.14,16746.43
157981,18607.14,16746.43
157982,18607.14,16746.43
157983,18607.14,16746.43
157984,18607.14,16746.43
157985,18607.14,16746.43
157986,22328.57,18607.14
157987,22328.57,18607.14
157988,22328.57,18607.14
157989,22328.57,18607.14
157990,18607.14,18607.14
157991,18607.14,18607.14
157992,14885.71,22328.57
157993,14885.71,22328.57
157994,14885.71,22328.57
157995,14885.71,22328.57
157996,14885.71,22328.57
157997,14885.71,22328.57
157998,18607.14,18607.14
157999,19537.5,18607.14
158000,20467.86,18607.14
158001,21398.21,18607.14
158002,22328.57,18607.14
158003,18607.14,16746.43
158004,18607.14,16746.43
158005,18607.14,16746.43
158006,18607.14,16746.43
158007,18607.14,16746.43
158008,18607.14,16746.43
158009,18607.14,16746.43
158010,22328.57,18607.14
158011,22328.57,18607.14
158012,22328.57,18607.14
158013,22328.57,18607.14
158014,18607.14,18607.14
158015,18607.14,18607.14
158016,14885.71,22328.57
158017,14885.71,22328.57
158018,14885.71,22328.57
158019,14885.71,22328.57
158020,14885.71,22328.57
158021,14885.71,22328.57
158022,18607.14,18607.14
158023,19537.5,18607.14
158024,20467.86,18607.14
158025,21398.21,18607.14
158026,22328.57,18607.14
158027,18607.14,16746.43
158028,18607.14,16746.43
158029,18607.14,16746.43
158030,18607.14,16746.43
158031,18607.14,16746.43
158032,18607.14,16746.43
158033,18607.14,16746.43
158034,22328.57,18607.14
158035,22328.57,18607.14
158036,22328.57,18607.14
158037,22328.57,18607.14
158038,18607.14,18607.14
158039,18607.14,18607.14
158040,14885.71,22328.57
158041,14885.71,22328.57
158042,14885.71,22328.57
158043,14885.71,22328.57
158044,14885.71,22328.57
158045,14885.71,22328.57
158046,18607.14,18607.14
158047,19537.5,18607.14
158048,20467.86,18607.14
158049,21398.21,18607.14
158050,22328.57,18607.14
158051,18607.14,16746.43
158052,18607.14,16746.43
158053,18607.14,16746.43
158054,18607.14,16746.43
158055,18607.14,16746.43
158056,18607.14,16746.43
158057,18607.14,16746.43
158058,22328.57,18607.14
158059,22328.57,18607.14
158060,22328.57,18607.14
158061,22328.57,18607.14
158062,18607.14,18607.14
158063,18607.14,18607.14
158064,14885.71,22328.57
158065,14885.71,22328.57
158066,14885.71,22328.57
158067,14885.71,22328.57
158068,14885.71,22328.57
158069,14885.71,22328.57
158070,18607.14,18607.14
158071,19537.5,18607.14
158072,20467.86,18607.14
158073,21398.21,18607.14
158074,22328.57,18607.14
158075,18607.14,16746.43
158076,18607.14,16746.43
158077,18607.14,16746.43
158078,18607.14,16746.43
158079,18607.14,16746.43
158080,18607.14,16746.43
158081,18607.14,16746.43
158082,22328.57,18607.14
158083,22328.57,18607.14
158084,22328.57,18607.14
158085,22328.57,18607.14
158086,18607.14,18607.14
158087,18607.14,18607.14
158088,14885.71,22328.57
158089,14885.71,22328.57
158090,14885.71,22328.57
158091,14885.71,22328.57
158092,14885.71,22328.57
158093,14885.71,22328.57
158094,18607.14,18607.14
158095,19537.5,18607.14
158096,20467.86,18607.14
158097,21398.21,18607.14
158098,22328.57,18607.14
158099,18607.14,16746.43
158100,18607.14,16746.43
158101,18607.14,16746.43
158102,18607.14,16746.43
158103,18607.14,16746.43
158104,18607.14,16746.43
158105,18607.14,16746.43
158106,22328.57,18607.14
158107,22328.57,18607.14
158108,22328.57,18607.14
158109,22328.57,18607.14
158110,18607.14,18607.14
158111,18607.14,18607.14
158112,14885.71,22328.57
158113,14885.71,22328.57
158114,14885.71,22328.57
158115,14885.71,22328.57
158116,14885.71,22328.57
158117,14885.71,22328.57
158118,18607.14,18607.14
158119,19537.5,18607.14
158120,20467.86,18607.14
158121,21398.21,18607.14
158122,22328.57,18607.14
158123,18607.14,16746.43
158124,18607.14,16746.43
158125,18607.14,16746.43
158126,18607.14,16746.43
158127,18607.14,16746.43
158128,18607.14,16746.43
158129,18607.14,16746.43
158130,22328.57,18607.14
158131,22328.57,18607.14
158132,22328.57,18607.14
158133,22328.57,18607.14
158134,18607.14,18607.14
158135,18607.14,18607.14
158136,14885.71,22328.57
158137,14885.71,22328.57
158138,14885.71,22328.57
158139,14885.71,22328.57
158140,14885.71,22328.57
158141,14885.71,22328.57
158142,18607.14,18607.14
158143,19537.5,18607.14
158144,20467.86,18607.14
158145,21398.21,18607.14
158146,22328.57,18607.14
158147,18607.14,16746.43
158148,18607.14,16746.43
158149,18607.14,16746.43
158150,18607.14,16746.43
158151,18607.14,16746.43
158152,18607.14,16746.43
158153,18607.14,16746.43
158154,22328.57,18607.14
158155,22328.57,18607.14
158156,22328.57,18607.14
158157,22328.57,18607.14
158158,18607.14,18607.14
158159,18607.14,18607.14
158160,14885.71,22328.57
158161,14885.71,22328.57
158162,14885.71,22328.57
158163,14885.71,22328.57
158164,14885.71,22328.57
158165,14885.71,22328.57
158166,18607.14,18607.14
158167,19537.5,18607.14
158168,20467.86,18607.14
158169,21398.21,18607.14
158170,22328.57,18607.14
158171,18607.14,16746.43
158172,18607.14,16746.43
158173,18607.14,16746.43
158174,18607.14,16746.43
158175,18607.14,16746.43
158176,18607.14,16746.43
158177,18607.14,16746.43
158178,22328.57,18607.14
158179,22328.57,18607.14
158180,22328.57,18607.14
158181,22328.57,18607.14
158182,18607.14,18607.14
158183,18607.14,18607.14
158184,14885.71,22328.57
158185,14885.71,22328.57
158186,14885.71,22328.57
158187,14885.71,22328.57
158188,14885.71,22328.57
158189,14885.71,22328.57
158190,18607.14,18607.14
158191,19537.5,18607.14
158192,20467.86,18607.14
158193,21398.21,18607.14
158194,22328.57,18607.14
158195,18607.14,16746.43
158196,18607.14,16746.43
158197,18607.14,16746.43
158198,18607.14,16746.43
158199,18607.14,16746.43
158200,18607.14,16746.43
158201,18607.14,16746.43
158202,22328.57,18607.14
158203,22328.57,18607.14
158204,22328.57,18607.14
158205,22328.57,18607.14
158206,18607.14,18607.14
158207,18607.14,18607.14
158208,14885.71,22328.57
158209,14885.71,22328.57
158210,14885.71,22328.57
158211,14885.71,22328.57
158212,14885.71,22328.57
158213,14885.71,22328.57
158214,18607.14,18607.14
158215,19537.5,18607.14
158216,20467.86,18607.14
158217,21398.21,18607.14
158218,22328.57,18607.14
158219,18607.14,16746.43
158220,18607.14,16746.43
158221,18607.14,16746.43
158222,18607.14,16746.43
158223,18607.14,16746.43
158224,18607.14,16746.43
158225,18607.14,16746.43
158226,22328.57,18607.14
158227,22328.57,18607.14
158228,22328.57,18607.14
158229,22328.57,18607.14
158230,18607.14,18607.14
158231,18607.14,18607.14
158232,14885.71,22328.57
158233,14885.71,22328.57
158234,14885.71,22328.57
158235,14885.71,22328.57
158236,14885.71,22328.57
158237,14885.71,22328.57
158238,18607.14,18607.14
158239,19537.5,18607.14
158240,20467.86,18607.14
158241,21398.21,18607.14
158242,22328.57,18607.14
158243,18607.14,16746.43
158244,18607.14,16746.43
158245,18607.14,16746.43
158246,18607.14,16746.43
158247,18607.14,16746.43
158248,18607.14,16746.43
158249,18607.14,16746.43
158250,22328.57,18607.14
158251,22328.57,18607.14
158252,22328.57,18607.14
158253,22328.57,18607.14
158254,18607.14,18607.14
158255,18607.14,18607.14
158256,14885.71,22328.57
158257,14885.71,22328.57
158258,14885.71,22328.57
158259,14885.71,22328.57
158260,14885.71,22328.57
158261,14885.71,22328.57
158262,18607.14,18607.14
158263,19537.5,18607.14
158264,20467.86,18607.14
158265,21398.21,18607.14
158266,22328.57,18607.14
158267,18607.14,16746.43
158268,18607.14,16746.43
158269,18607.14,16746.43
158270,18607.14,16746.43
158271,18607.14,16746.43
158272,18607.14,16746.43
158273,18607.14,16746.43
158274,22328.57,18607.14
158275,22328.57,18607.14
158276,22328.57,18607.14
158277,22328.57,18607.14
158278,18607.14,18607.14
158279,18607.14,18607.14
158280,14885.71,22328.57
158281,14885.71,22328.57
158282,14885.71,22328.57
158283,14885.71,22328.57
158284,14885.71,22328.57
158285,14885.71,22328.57
158286,18607.14,18607.14
158287,19537.5,18607.14
158288,20467.86,18607.14
158289,21398.21,18607.14
158290,22328.57,18607.14
158291,18607.14,16746.43
158292,18607.14,16746.43
158293,18607.14,16746.43
158294,18607.14,16746.43
158295,18607.14,16746.43
158296,18607.14,16746.43
158297,18607.14,16746.43
158298,22328.57,18607.14
158299,22328.57,18607.14
158300,22328.57,18607.14
158301,22328.57,18607.14
158302,18607.14,18607.14
158303,18607.14,18607.14
158304,14885.71,22328.57
158305,14885.71,22328.57
158306,14885.71,22328.57
158307,14885.71,22328.57
158308,14885.71,22328.57
158309,14885.71,22328.57
158310,18607.14,18607.14
158311,19537.5,18607.14
158312,20467.86,18607.14
158313,21398.21,18607.14
158314,22328.57,18607.14
158315,18607.14,16746.43
158316,18607.14,16746.43
158317,18607.14,16746.43
158318,18607.14,16746.43
158319,18607.14,16746.43
158320,18607.14,16746.43
158321,18607.14,16746.43
158322,22328.57,18607.14
158323,22328.57,18607.14
158324,22328.57,18607.14
158325,22328.57,18607.14
158326,18607.14,18607.14
158327,18607.14,18607.14
158328,14885.71,22328.57
158329,14885.71,22328.57
158330,14885.71,22328.57
158331,14885.71,22328.57
158332,14885.71,22328.57
158333,14885.71,22328.57
158334,18607.14,18607.14
158335,19537.5,18607.14
158336,20467.86,18607.14
158337,21398.21,18607.14
158338,22328.57,18607.14
158339,18607.14,16746.43
158340,18607.14,16746.43
158341,18607.14,16746.43
158342,18607.14,16746.43
158343,18607.14,16746.43
158344,18607.14,16746.43
158345,18607.14,16746.43
158346,22328.57,18607.14
158347,22328.57,18607.14
158348,22328.57,18607.14
158349,22328.57,18607.14
158350,18607.14,18607.14
158351,18607.14,18607.14
158352,14885.71,22328.57
158353,14885.71,22328.57
158354,14885.71,22328.57
158355,14885.71,22328.57
158356,14885.71,22328.57
158357,14885.71,22328.57
158358,18607.14,18607.14
158359,19537.5,18607.14
158360,20467.86,18607.14
158361,21398.21,18607.14
158362,22328.57,18607.14
158363,18607.14,16746.43
158364,18607.14,16746.43
158365,18607.14,16746.43
158366,18607.14,16746.43
158367,18607.14,16746.43
158368,18607.14,16746.43
158369,18607.14,16746.43
158370,22328.57,18607.14
158371,22328.57,18607.14
158372,22328.57,18607.14
158373,22328.57,18607.14
158374,18607.14,18607.14
158375,18607.14,18607.14
158376,14885.71,22328.57
158377,14885.71,22328.57
158378,14885.71,22328.57
158379,14885.71,22328.57
158380,14885.71,22328.57
158381,14885.71,22328.57
158382,18607.14,18607.14
158383,19537.5,18607.14
158384,20467.86,18607.14
158385,21398.21,18607.14
158386,22328.57,18607.14
158387,18607.14,16746.43
158388,18607.14,16746.43
158389,18607.14,16746.43
158390,18607.14,16746.43
158391,18607.14,16746.43
158392,18607.14,16746.43
158393,18607.14,16746.43
158394,22328.57,18607.14
158395,22328.57,18607.14
158396,22328.57,18607.14
158397,22328.57,18607.14
158398,18607.14,18607.14
158399,18607.14,18607.14
158400,14885.71,22328.57
158401,14885.71,22328.57
158402,14885.71,22328.57
158403,14885.71,22328.57
158404,14885.71,22328.57
158405,14885.71,22328.57
158406,18607.14,18607.14
158407,19537.5,18607.14
158408,20467.86,18607.14
158409,21398.21,18607.14
158410,22328.57,18607.14
158411,18607.14,16746.43
158412,18607.14,16746.43
158413,18607.14,16746.43
158414,18607.14,16746.43
158415,18607.14,16746.43
158416,18607.14,16746.43
158417,18607.14,16746.43
158418,22328.57,18607.14
158419,22328.57,18607.14
158420,22328.57,18607.14
158421,22328.57,18607.14
158422,18607.14,18607.14
158423,18607.14,18607.14
158424,14885.71,22328.57
158425,14885.71,22328.57
158426,14885.71,22328.57
158427,14885.71,22328.57
158428,14885.71,22328.57
158429,14885.71,22328.57
158430,18607.14,18607.14
158431,19537.5,18607.14
158432,20467.86,18607.14
158433,21398.21,18607.14
158434,22328.57,18607.14
158435,18607.14,16746.43
158436,18607.14,16746.43
158437,18607.14,16746.43
158438,18607.14,16746.43
158439,18607.14,16746.43
158440,18607.14,16746.43
158441,18607.14,16746.43
158442,22328.57,18607.14
158443,22328.57,18607.14
158444,22328.57,18607.14
158445,22328.57,18607.14
158446,18607.14,18607.14
158447,18607.14,18607.14
158448,14885.71,22328.57
158449,14885.71,22328.57
158450,14885.71,22328.57
158451,14885.71,22328.57
158452,14885.71,22328.57
158453,14885.71,22328.57
158454,18607.14,18607.14
158455,19537.5,18607.14
158456,20467.86,18607.14
158457,21398.21,18607.14
158458,22328.57,18607.14
158459,18607.14,16746.43
158460,18607.14,16746.43
158461,18607.14,16746.43
158462,18607.14,16746.43
158463,18607.14,16746.43
158464,18607.14,16746.43
158465,18607.14,16746.43
158466,22328.57,18607.14
158467,22328.57,18607.14
158468,22328.57,18607.14
158469,22328.57,18607.14
158470,18607.14,18607.14
158471,18607.14,18607.14
158472,14885.71,22328.57
158473,14885.71,22328.57
158474,14885.71,22328.57
158475,14885.71,22328.57
158476,14885.71,22328.57
158477,14885.71,22328.57
158478,18607.14,18607.14
158479,19537.5,18607.14
158480,20467.86,18607.14
158481,21398.21,18607.14
158482,22328.57,18607.14
158483,18607.14,16746.43
158484,18607.14,16746.43
158485,18607.14,16746.43
158486,18607.14,16746.43
158487,18607.14,16746.43
158488,18607.14,16746.43
158489,18607.14,16746.43
158490,22328.57,18607.14
158491,22328.57,18607.14
158492,22328.57,18607.14
158493,22328.57,18607.14
158494,18607.14,18607.14
158495,18607.14,18607.14
158496,14885.71,22328.57
158497,14885.71,22328.57
158498,14885.71,22328.57
158499,14885.71,22328.57
158500,14885.71,22328.57
158501,14885.71,22328.57
158502,18607.14,18607.14
158503,19537.5,18607.14
158504,20467.86,18607.14
158505,21398.21,18607.14
158506,22328.57,18607.14
158507,18607.14,16746.43
158508,18607.14,16746.43
158509,18607.14,16746.43
158510,18607.14,16746.43
158511,18607.14,16746.43
158512,18607.14,16746.43
158513,18607.14,16746.43
158514,22328.57,18607.14
158515,22328.57,18607.14
158516,22328.57,18607.14
158517,22328.57,18607.14
158518,18607.14,18607.14
158519,18607.14,18607.14
158520,14885.71,22328.57
158521,14885.71,22328.57
158522,14885.71,22328.57
158523,14885.71,22328.57
158524,14885.71,22328.57
158525,14885.71,22328.57
158526,18607.14,18607.14
158527,19537.5,18607.14
158528,20467.86,18607.14
158529,21398.21,18607.14
158530,22328.57,18607.14
158531,18607.14,16746.43
158532,18607.14,16746.43
158533,18607.14,16746.43
158534,18607.14,16746.43
158535,18607.14,16746.43
158536,18607.14,16746.43
158537,18607.14,16746.43
158538,22328.57,18607.14
158539,22328.57,18607.14
158540,22328.57,18607.14
158541,22328.57,18607.14
158542,18607.14,18607.14
158543,18607.14,18607.14
158544,14885.71,22328.57
158545,14885.71,22328.57
158546,14885.71,22328.57
158547,14885.71,22328.57
158548,14885.71,22328.57
158549,14885.71,22328.57
158550,18607.14,18607.14
158551,19537.5,18607.14
158552,20467.86,18607.14
158553,21398.21,18607.14
158554,22328.57,18607.14
158555,18607.14,16746.43
158556,18607.14,16746.43
158557,18607.14,16746.43
158558,18607.14,16746.43
158559,18607.14,16746.43
158560,18607.14,16746.43
158561,18607.14,16746.43
158562,22328.57,18607.14
158563,22328.57,18607.14
158564,22328.57,18607.14
158565,22328.57,18607.14
158566,18607.14,18607.14
158567,18607.14,18607.14
158568,14885.71,22328.57
158569,14885.71,22328.57
158570,14885.71,22328.57
158571,14885.71,22328.57
158572,14885.71,22328.57
158573,14885.71,22328.57
158574,18607.14,18607.14
158575,19537.5,18607.14
158576,20467.86,18607.14
158577,21398.21,18607.14
158578,22328.57,18607.14
158579,18607.14,16746.43
158580,18607.14,16746.43
158581,18607.14,16746.43
158582,18607.14,16746.43
158583,18607.14,16746.43
158584,18607.14,16746.43
158585,18607.14,16746.43
158586,22328.57,18607.14
158587,22328.57,18607.14
158588,22328.57,18607.14
158589,22328.57,18607.14
158590,18607.14,18607.14
158591,18607.14,18607.14
158592,14885.71,22328.57
158593,14885.71,22328.57
158594,14885.71,22328.57
158595,14885.71,22328.57
158596,14885.71,22328.57
158597,14885.71,22328.57
158598,18607.14,18607.14
158599,19537.5,18607.14
158600,20467.86,18607.14
158601,21398.21,18607.14
158602,22328.57,18607.14
158603,18607.14,16746.43
158604,18607.14,16746.43
158605,18607.14,16746.43
158606,18607.14,16746.43
158607,18607.14,16746.43
158608,18607.14,16746.43
158609,18607.14,16746.43
158610,22328.57,18607.14
158611,22328.57,18607.14
158612,22328.57,18607.14
158613,22328.57,18607.14
158614,18607.14,18607.14
158615,18607.14,18607.14
158616,14885.71,22328.57
158617,14885.71,22328.57
158618,14885.71,22328.57
158619,14885.71,22328.57
158620,14885.71,22328.57
158621,14885.71,22328.57
158622,18607.14,18607.14
158623,19537.5,18607.14
158624,20467.86,18607.14
158625,21398.21,18607.14
158626,22328.57,18607.14
158627,18607.14,16746.43
158628,18607.14,16746.43
158629,18607.14,16746.43
158630,18607.14,16746.43
158631,18607.14,16746.43
158632,18607.14,16746.43
158633,18607.14,16746.43
158634,22328.57,18607.14
158635,22328.57,18607.14
158636,22328.57,18607.14
158637,22328.57,18607.14
158638,18607.14,18607.14
158639,18607.14,18607.14
158640,14885.71,22328.57
158641,14885.71,22328.57
158642,14885.71,22328.57
158643,14885.71,22328.57
158644,14885.71,22328.57
158645,14885.71,22328.57
158646,18607.14,18607.14
158647,19537.5,18607.14
158648,20467.86,18607.14
158649,21398.21,18607.14
158650,22328.57,18607.14
158651,18607.14,16746.43
158652,18607.14,16746.43
158653,18607.14,16746.43
158654,18607.14,16746.43
158655,18607.14,16746.43
158656,18607.14,16746.43
158657,18607.14,16746.43
158658,22328.57,18607.14
158659,22328.57,18607.14
158660,22328.57,18607.14
158661,22328.57,18607.14
158662,18607.14,18607.14
158663,18607.14,18607.14
158664,14885.71,22328.57
158665,14885.71,22328.57
158666,14885.71,22328.57
158667,14885.71,22328.57
158668,14885.71,22328.57
158669,14885.71,22328.57
158670,18607.14,18607.14
158671,19537.5,18607.14
158672,20467.86,18607.14
158673,21398.21,18607.14
158674,22328.57,18607.14
158675,18607.14,16746.43
158676,18607.14,16746.43
158677,18607.14,16746.43
158678,18607.14,16746.43
158679,18607.14,16746.43
158680,18607.14,16746.43
158681,18607.14,16746.43
158682,22328.57,18607.14
158683,22328.57,18607.14
158684,22328.57,18607.14
158685,22328.57,18607.14
158686,18607.14,18607.14
158687,18607.14,18607.14
158688,14885.71,22328.57
158689,14885.71,22328.57
158690,14885.71,22328.57
158691,14885.71,22328.57
158692,14885.71,22328.57
158693,14885.71,22328.57
158694,18607.14,18607.14
158695,19537.5,18607.14
158696,20467.86,18607.14
158697,21398.21,18607.14
158698,22328.57,18607.14
158699,18607.14,16746.43
158700,18607.14,16746.43
158701,18607.14,16746.43
158702,18607.14,16746.43
158703,18607.14,16746.43
158704,18607.14,16746.43
158705,18607.14,16746.43
158706,22328.57,18607.14
158707,22328.57,18607.14
158708,22328.57,18607.14
158709,22328.57,18607.14
158710,18607.14,18607.14
158711,18607.14,18607.14
158712,14885.71,22328.57
158713,14885.71,22328.57
158714,14885.71,22328.57
158715,14885.71,22328.57
158716,14885.71,22328.57
158717,14885.71,22328.57
158718,18607.14,18607.14
158719,19537.5,18607.14
158720,20467.86,18607.14
158721,21398.21,18607.14
158722,22328.57,18607.14
158723,18607.14,16746.43
158724,18607.14,16746.43
158725,18607.14,16746.43
158726,18607.14,16746.43
158727,18607.14,16746.43
158728,18607.14,16746.43
158729,18607.14,16746.43
158730,22328.57,18607.14
158731,22328.57,18607.14
158732,22328.57,18607.14
158733,22328.57,18607.14
158734,18607.14,18607.14
158735,18607.14,18607.14
158736,14885.71,22328.57
158737,14885.71,22328.57
158738,14885.71,22328.57
158739,14885.71,22328.57
158740,14885.71,22328.57
158741,14885.71,22328.57
158742,18607.14,18607.14
158743,19537.5,18607.14
158744,20467.86,18607.14
158745,21398.21,18607.14
158746,22328.57,18607.14
158747,18607.14,16746.43
158748,18607.14,16746.43
158749,18607.14,16746.43
158750,18607.14,16746.43
158751,18607.14,16746.43
158752,18607.14,16746.43
158753,18607.14,16746.43
158754,22328.57,18607.14
158755,22328.57,18607.14
158756,22328.57,18607.14
158757,22328.57,18607.14
158758,18607.14,18607.14
158759,18607.14,18607.14
158760,14885.71,22328.57
158761,14885.71,22328.57
158762,14885.71,22328.57
158763,14885.71,22328.57
158764,14885.71,22328.57
158765,14885.71,22328.57
158766,18607.14,18607.14
158767,19537.5,18607.14
158768,20467.86,18607.14
158769,21398.21,18607.14
158770,22328.57,18607.14
158771,18607.14,16746.43
158772,18607.14,16746.43
158773,18607.14,16746.43
158774,18607.14,16746.43
158775,18607.14,16746.43
158776,18607.14,16746.43
158777,18607.14,16746.43
158778,22328.57,18607.14
158779,22328.57,18607.14
158780,22328.57,18607.14
158781,22328.57,18607.14
158782,18607.14,18607.14
158783,18607.14,18607.14
158784,14885.71,22328.57
158785,14885.71,22328.57
158786,14885.71,22328.57
158787,14885.71,22328.57
158788,14885.71,22328.57
158789,14885.71,22328.57
158790,18607.14,18607.14
158791,19537.5,18607.14
158792,20467.86,18607.14
158793,21398.21,18607.14
158794,22328.57,18607.14
158795,18607.14,16746.43
158796,18607.14,16746.43
158797,18607.14,16746.43
158798,18607.14,16746.43
158799,18607.14,16746.43
158800,18607.14,16746.43
158801,18607.14,16746.43
158802,22328.57,18607.14
158803,22328.57,18607.14
158804,22328.57,18607.14
158805,22328.57,18607.14
158806,18607.14,18607.14
158807,18607.14,18607.14
158808,14885.71,22328.57
158809,14885.71,22328.57
158810,14885.71,22328.57
158811,14885.71,22328.57
158812,14885.71,22328.57
158813,14885.71,22328.57
158814,18607.14,18607.14
158815,19537.5,18607.14
158816,20467.86,18607.14
158817,21398.21,18607.14
158818,22328.57,18607.14
158819,18607.14,16746.43
158820,18607.14,16746.43
158821,18607.14,16746.43
158822,18607.14,16746.43
158823,18607.14,16746.43
158824,18607.14,16746.43
158825,18607.14,16746.43
158826,22328.57,18607.14
158827,22328.57,18607.14
158828,22328.57,18607.14
158829,22328.57,18607.14
158830,18607.14,18607.14
158831,18607.14,18607.14
158832,14885.71,22328.57
158833,14885.71,22328.57
158834,14885.71,22328.57
158835,14885.71,22328.57
158836,14885.71,22328.57
158837,14885.71,22328.57
158838,18607.14,18607.14
158839,19537.5,18607.14
158840,20467.86,18607.14
158841,21398.21,18607.14
158842,22328.57,18607.14
158843,18607.14,16746.43
158844,18607.14,16746.43
158845,18607.14,16746.43
158846,18607.14,16746.43
158847,18607.14,16746.43
158848,18607.14,16746.43
158849,18607.14,16746.43
158850,22328.57,18607.14
158851,22328.57,18607.14
158852,22328.57,18607.14
158853,22328.57,18607.14
158854,18607.14,18607.14
158855,18607.14,18607.14
158856,14885.71,22328.57
158857,14885.71,22328.57
158858,14885.71,22328.57
158859,14885.71,22328.57
158860,14885.71,22328.57
158861,14885.71,22328.57
158862,18607.14,18607.14
158863,19537.5,18607.14
158864,20467.86,18607.14
158865,21398.21,18607.14
158866,22328.57,18607.14
158867,18607.14,16746.43
158868,18607.14,16746.43
158869,18607.14,16746.43
158870,18607.14,16746.43
158871,18607.14,16746.43
158872,18607.14,16746.43
158873,18607.14,16746.43
158874,22328.57,18607.14
158875,22328.57,18607.14
158876,22328.57,18607.14
158877,22328.57,18607.14
158878,18607.14,18607.14
158879,18607.14,18607.14
158880,14885.71,22328.57
158881,14885.71,22328.57
158882,14885.71,22328.57
158883,14885.71,22328.57
158884,14885.71,22328.57
158885,14885.71,22328.57
158886,18607.14,18607.14
158887,19537.5,18607.14
158888,20467.86,18607.14
158889,21398.21,18607.14
158890,22328.57,18607.14
158891,18607.14,16746.43
158892,18607.14,16746.43
158893,18607.14,16746.43
158894,18607.14,16746.43
158895,18607.14,16746.43
158896,18607.14,16746.43
158897,18607.14,16746.43
158898,22328.57,18607.14
158899,22328.57,18607.14
158900,22328.57,18607.14
158901,22328.57,18607.14
158902,18607.14,18607.14
158903,18607.14,18607.14
158904,14885.71,22328.57
158905,14885.71,22328.57
158906,14885.71,22328.57
158907,14885.71,22328.57
158908,14885.71,22328.57
158909,14885.71,22328.57
158910,18607.14,18607.14
158911,19537.5,18607.14
158912,20467.86,18607.14
158913,21398.21,18607.14
158914,22328.57,18607.14
158915,18607.14,16746.43
158916,18607.14,16746.43
158917,18607.14,16746.43
158918,18607.14,16746.43
158919,18607.14,16746.43
158920,18607.14,16746.43
158921,18607.14,16746.43
158922,22328.57,18607.14
158923,22328.57,18607.14
158924,22328.57,18607.14
158925,22328.57,18607.14
158926,18607.14,18607.14
158927,18607.14,18607.14
158928,14885.71,22328.57
158929,14885.71,22328.57
158930,14885.71,22328.57
158931,14885.71,22328.57
158932,14885.71,22328.57
158933,14885.71,22328.57
158934,18607.14,18607.14
158935,19537.5,18607.14
158936,20467.86,18607.14
158937,21398.21,18607.14
158938,22328.57,18607.14
158939,18607.14,16746.43
